Survey_Date,Longitude,Latitude,X,Y,Ellip_Ht_m,Ortho_Ht_m
07/20/2017,-123.563603,48.146280,296883.660,131049.660,-20.310,-0.200
07/20/2017,-123.563605,48.146284,296883.490,131050.140,-20.290,-0.180
07/20/2017,-123.563611,48.146282,296883.030,131049.910,-20.330,-0.220
07/20/2017,-123.563608,48.146278,296883.280,131049.400,-20.350,-0.240
07/20/2017,-123.563601,48.146276,296883.740,131049.160,-20.350,-0.240
07/20/2017,-123.563596,48.146273,296884.110,131048.790,-20.360,-0.250
07/20/2017,-123.563593,48.146269,296884.350,131048.350,-20.420,-0.310
07/20/2017,-123.563592,48.146264,296884.390,131047.830,-20.450,-0.340
07/20/2017,-123.563594,48.146260,296884.250,131047.350,-20.410,-0.300
07/20/2017,-123.563595,48.146254,296884.130,131046.770,-20.380,-0.270
07/20/2017,-123.563593,48.146250,296884.260,131046.290,-20.710,-0.600
07/20/2017,-123.563598,48.146246,296883.900,131045.860,-20.840,-0.730
07/20/2017,-123.563602,48.146242,296883.570,131045.420,-20.960,-0.850
07/20/2017,-123.563605,48.146238,296883.290,131045.000,-21.030,-0.920
07/20/2017,-123.563609,48.146233,296883.010,131044.470,-21.140,-1.030
07/20/2017,-123.563612,48.146229,296882.740,131043.950,-21.170,-1.060
07/20/2017,-123.563621,48.146227,296882.110,131043.850,-21.080,-0.970
07/20/2017,-123.563628,48.146223,296881.520,131043.390,-21.270,-1.160
07/20/2017,-123.563638,48.146220,296880.770,131043.070,-20.940,-0.830
07/20/2017,-123.563650,48.146218,296879.930,131042.820,-20.920,-0.810
07/20/2017,-123.563662,48.146216,296878.980,131042.650,-20.960,-0.850
07/20/2017,-123.563675,48.146215,296877.990,131042.650,-20.580,-0.470
07/20/2017,-123.563690,48.146216,296876.930,131042.810,-20.620,-0.510
07/20/2017,-123.563703,48.146219,296875.950,131043.080,-20.390,-0.280
07/20/2017,-123.563715,48.146221,296875.100,131043.400,-20.260,-0.150
07/20/2017,-123.563725,48.146223,296874.340,131043.670,-20.220,-0.110
07/20/2017,-123.563745,48.146226,296872.880,131043.960,-19.980,0.130
07/20/2017,-123.563755,48.146226,296872.110,131044.020,-19.960,0.150
07/20/2017,-123.563766,48.146226,296871.290,131044.030,-19.880,0.230
07/20/2017,-123.563778,48.146226,296870.410,131044.050,-19.740,0.370
07/20/2017,-123.563790,48.146225,296869.510,131044.070,-19.730,0.380
07/20/2017,-123.563815,48.146225,296867.660,131044.110,-19.670,0.440
07/20/2017,-123.563828,48.146225,296866.720,131044.130,-19.590,0.520
07/20/2017,-123.563840,48.146225,296865.780,131044.160,-19.590,0.520
07/20/2017,-123.563853,48.146225,296864.840,131044.190,-19.600,0.510
07/20/2017,-123.563865,48.146225,296863.920,131044.220,-19.510,0.600
07/20/2017,-123.563878,48.146225,296862.990,131044.250,-19.520,0.590
07/20/2017,-123.563890,48.146225,296862.080,131044.290,-19.540,0.570
07/20/2017,-123.563902,48.146225,296861.170,131044.330,-19.540,0.570
07/20/2017,-123.563914,48.146225,296860.280,131044.360,-19.540,0.570
07/20/2017,-123.563927,48.146225,296859.360,131044.410,-19.570,0.540
07/20/2017,-123.563939,48.146225,296858.430,131044.460,-19.560,0.550
07/20/2017,-123.563951,48.146226,296857.540,131044.510,-19.550,0.560
07/20/2017,-123.563961,48.146226,296856.810,131044.580,-19.550,0.560
07/20/2017,-123.563972,48.146227,296855.960,131044.670,-19.610,0.500
07/20/2017,-123.563988,48.146227,296854.820,131044.790,-19.550,0.560
07/20/2017,-123.564002,48.146228,296853.760,131044.900,-19.610,0.500
07/20/2017,-123.564014,48.146229,296852.890,131045.050,-19.590,0.520
07/20/2017,-123.564026,48.146230,296851.960,131045.180,-19.570,0.540
07/20/2017,-123.564043,48.146231,296850.720,131045.360,-19.530,0.580
07/20/2017,-123.564055,48.146232,296849.820,131045.450,-19.550,0.560
07/20/2017,-123.564068,48.146232,296848.900,131045.550,-19.560,0.550
07/20/2017,-123.564080,48.146233,296847.980,131045.630,-19.540,0.570
07/20/2017,-123.564092,48.146233,296847.060,131045.710,-19.410,0.700
07/20/2017,-123.564105,48.146233,296846.130,131045.780,-19.550,0.560
07/20/2017,-123.564117,48.146234,296845.220,131045.840,-19.490,0.620
07/20/2017,-123.564129,48.146234,296844.310,131045.880,-19.490,0.620
07/20/2017,-123.564142,48.146234,296843.400,131045.910,-19.720,0.390
07/20/2017,-123.564154,48.146234,296842.500,131045.930,-19.720,0.390
07/20/2017,-123.564166,48.146233,296841.590,131045.950,-19.450,0.660
07/20/2017,-123.564178,48.146233,296840.690,131045.950,-19.390,0.720
07/20/2017,-123.564190,48.146233,296839.790,131045.950,-19.380,0.730
