FAN ID,Sample ID,Lab ID,Date Collected,Sample Recovered,Time (GMT),Latitude,Longitude,Sample Type,Wt. percent in -4.00 phi bin or 16 mm bin,Wt. percent in -3.75 phi or 13.5 mm bin,Wt. percent in -3.50 phi or 11.2 mm bin,Wt. percent in -3.25 phi or 9.51 mm bin,Wt. percent in -3.00 phi or 8 mm bin,Wt. percent in -2.75 phi or 6.73 mm bin,Wt. percent in -2.50 phi or 5.66 mm bin,Wt. percent in -2.25 phi or 4.76 mm bin,Wt. percent in -2.00 phi bin or 4 mm bin,Wt. percent in -1.75 phi or 3.36 mm bin,Wt. percent in -1.50 phi or 2.83 mm bin,Wt. percent in -1.25 phi or 2.38 mm bin,Wt. percent in -1.00 phi bin or 2 mm bin,Wt. percent in -0.75 phi bin or 1.68 mm bin,Wt. percent in -0.50 phi bin or 1.41 mm bin,Wt. percent in -0.25 phi bin or 1.19 mm bin,Wt. percent in 0.00 phi bin or 1 mm bin,Wt. percent in 0.25 phi bin or 0.8409 mm bin,Wt. percent in 0.50 phi bin or 0.7071 mm bin,Wt. percent in 0.75 phi bin or 0.5946 mm bin,Wt. percent in 1.00 phi bin or 0.5 mm bin,Wt. percent in 1.25 phi bin or 0.4204 mm bin,Wt. percent in 1.50 phi bin or 0.3536 mm bin,Wt. percent in 1.75 phi bin or 0.2973 mm bin,Wt. percent in 2.00 phi bin or 0.25 mm bin,Wt. percent in 2.25 phi bin or 0.2102 mm bin,Wt. percent in 2.50 phi bin or 0.1768 mm bin,Wt. percent in 2.75 phi bin or 0.1487 mm bin,Wt. percent in 3.00 phi bin or 0.125 mm bin,Wt. percent in 3.25 phi bin or 0.1051 mm bin,Wt. percent in 3.50 phi bin or 0.08839 mm bin,Wt. percent in 3.75 phi bin or 0.07433 mm bin,Wt. percent in 4.00 phi bin or 0.0625 mm bin,Wt. percent in 4.25 phi bin or 0.052556 mm bin,Wt. percent in 4.50 phi bin or 0.044194 mm bin,Wt. percent in 4.75 phi bin or 0.037163 mm bin,Wt. percent in 5.00 phi bin or 0.03125 mm bin,Wt. percent in 5.25 phi bin or 0.02628 mm bin,Wt. percent in 5.50 phi bin or 0.0221 mm bin,Wt. percent in 5.75 phi bin or 0.01858 mm bin,Wt. percent in 6.00 phi bin or 0.01563 mm bin,Wt. percent in 6.25 phi bin or 0.01314 mm bin,Wt. percent in 6.50 phi bin or 0.01105 mm bin,Wt. percent in 6.75 phi bin or 0.00929 mm bin,Wt. percent in 7.00 phi bin or 0.00781 mm bin,Wt. percent in 7.25 phi bin or 0.00657 mm bin,Wt. percent in 7.50 phi bin or 0.00552 mm bin,Wt. percent in 7.75 phi bin or 0.00465 mm bin,Wt. percent in 8.00 phi bin or 0.00391 mm bin,Wt. percent in 8.25 phi bin or 0.00329 mm bin,Wt. percent in 8.50 phi bin or 0.00276 mm bin,Wt. percent in 8.75 phi bin or 0.00232 mm bin,Wt. percent in 9.00 phi bin or 0.00195 mm bin,Wt. percent in 9.25 phi bin or 0.00164 mm bin,Wt. percent in 9.50 phi bin or 0.00138mm bin,Wt. percent in 9.75 phi bin or 0.00116 mm bin,Wt. percent in 9.99 phi bin or 0.00098 mm bin,Wt. percent in 10.25 phi bin or 0.00082 mm bin,Wt. percent in 10.50 phi bin or 0.00069 mm bin,Wt. percent in 10.75 phi bin or 0.00058 mm bin,Wt. percent in 10.99 phi bin or 0.00049 mm bin,Wt. percent in 11.25 phi bin or 0.0004 mm bin,Wt. percent in 11.48 phi bin or 0.00035 mm bin,Wt. percent in 12.02 phi bin or 0.000241 mm bin,Wt. percent in 13.02 phi bin or 0.00012 mm bin,Percent Gravel,Percent Sand,Percent Silt,Percent Clay,Percent Mud,Gravel to Sand Ratio,Sand to Silt Ratio,Silt to Clay Ratio,Sand to Clay Ratio,Sand to Mud Ratio,Gravel to Mud Ratio, D5 Phi, D10 Phi, D16 Phi, D25 Phi, D50 Phi, D75 Phi, D84 Phi, D90 Phi, D95 Phi, D95 mm, D90 mm, D84 mm, D75 mm, D50 mm, D25 mm, D16 mm, D10 mm, D5 mm, F-W Median Phi, F-W Mean Phi, F-W Sorting Phi, F-W Skewness Phi, F-W Kurtosis Phi, Inman Median Phi, Inman Mean Phi, Inman Sorting Phi, Inman Skew 16-84 Phi, Inman Skew 05-95 Phi, Inman Kurtosis Phi, Trask Median mm, Trask Mean mm, Trask Sorting mm, Trask Skewness mm, Trask Kurtosis mm, Mean Phi,Mean mm, Variance Phi, Std. Dev. Phi, Skewness Phi, Kurtosis Phi
2022-638-FA,T6_1,22-638FA_44,2022-08-08,yes,22:37:00,48.153653,-123.55722,Grab,27.38,0.00,28.73,4.32,0.85,8.85,6.41,5.49,5.33,3.29,1.47,1.29,1.35,1.26,0.78,0.77,0.67,0.23,0.22,0.19,0.16,0.13,0.10,0.07,0.06,0.05,0.04,0.04,0.04,0.03,0.03,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,94.76,4.92,0.24,0.08,0.32,19.254,20.576,2.997,61.665,15.428,297.054,-4.000,-4.000,-4.000,-4.000,-2.858,-2.561,-2.156,-1.801,-0.953,1.9356,3.4855,4.4582,5.9011,7.2505,16.0000,16.0000,16.0000,16.0000,-2.858,-3.005,0.923,0.006,0.868,-2.858,-3.078,0.922,-0.239,0.414,0.653,7.251,10.951,1.647,1.796,0.403,-3.075,8.428,1.397,1.182,3.203,23.100
2022-638-FA,T6_2,22-638FA_45,2022-08-08,yes,22:41:00,48.152701,-123.55703,Grab,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.00,0.32,1.21,0.72,1.20,3.46,6.61,8.60,12.25,14.95,15.78,13.65,9.56,5.31,2.36,0.90,0.38,0.21,0.12,0.08,0.05,0.04,0.03,0.03,0.03,0.04,0.05,0.05,0.05,0.06,0.07,0.09,0.10,0.11,0.11,0.12,0.11,0.10,0.09,0.08,0.07,0.07,0.07,0.07,0.07,0.06,0.05,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,1.95,96.27,1.20,0.58,1.78,0.020,80.524,2.046,164.779,54.091,1.096,-0.376,-0.126,0.067,0.308,0.754,1.175,1.375,1.557,1.847,0.2780,0.3398,0.3856,0.4429,0.5928,0.8077,0.9546,1.0915,1.2974,0.754,0.732,0.664,-0.034,1.051,0.754,0.721,0.654,-0.051,-0.029,0.699,0.593,0.625,1.350,1.018,0.243,0.817,0.568,1.256,1.121,3.802,26.971
2022-638-FA,T6_3,22-638FA_46,2022-08-08,yes,22:45:00,48.151801,-123.557114,Grab,0.00,21.28,0.00,4.39,6.81,3.04,1.19,2.81,1.70,2.99,1.83,1.23,1.04,1.22,1.87,3.09,5.00,5.83,7.30,7.72,6.84,5.04,3.08,1.61,0.79,0.41,0.23,0.13,0.08,0.06,0.04,0.03,0.03,0.02,0.02,0.03,0.03,0.04,0.04,0.04,0.05,0.07,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.06,0.05,0.05,0.04,0.04,0.04,0.03,0.03,0.02,0.01,0.01,0.01,0.00,0.00,0.00,0.00,48.31,50.41,0.88,0.40,1.28,0.958,57.122,2.227,127.212,39.421,37.781,-3.941,-3.883,-3.812,-2.807,-0.679,0.580,0.884,1.138,1.474,0.3599,0.4545,0.5418,0.6690,1.6011,6.9983,14.0457,14.7489,15.3617,-0.679,-1.202,1.995,-0.270,0.655,-0.679,-1.464,2.348,-0.334,-0.236,0.153,1.601,3.834,3.234,1.826,0.221,-1.161,2.235,4.852,2.203,0.617,4.288
2022-638-FA,T6_3 duplicate,22-638FA_47,2022-08-08,yes,22:45:00,48.151801,-123.557114,Grab,0.00,0.00,14.35,16.14,7.16,0.00,1.65,1.60,2.40,1.12,2.32,0.98,0.58,0.82,0.98,2.34,4.44,5.65,7.38,8.05,7.38,5.51,3.46,1.87,0.97,0.52,0.29,0.17,0.11,0.08,0.06,0.05,0.04,0.03,0.03,0.04,0.05,0.05,0.05,0.05,0.06,0.07,0.09,0.09,0.10,0.10,0.09,0.09,0.08,0.07,0.06,0.06,0.05,0.05,0.05,0.05,0.04,0.02,0.01,0.01,0.01,0.00,0.00,0.00,0.00,48.31,50.15,1.06,0.48,1.54,0.963,47.435,2.193,104.047,32.581,31.389,-2.039,-2.633,-3.472,-3.328,-0.526,0.662,0.955,1.211,1.589,0.3323,0.4320,0.5157,0.6321,1.4395,10.0449,11.0940,6.2046,4.1099,-0.526,-1.014,1.657,-0.083,0.373,-0.526,-1.258,2.213,-0.331,0.136,-0.180,1.440,5.339,3.986,3.064,0.815,-1.075,2.107,4.969,2.229,0.755,4.474
2022-638-FA,T8_1,22-638FA_48,2022-08-08,yes,22:51:00,48.154521,-123.551795,Grab,58.88,0.00,7.27,8.54,12.37,5.55,0.70,0.00,0.97,1.09,0.79,0.50,0.55,0.40,0.49,0.37,0.35,0.20,0.18,0.14,0.11,0.08,0.06,0.04,0.04,0.04,0.03,0.03,0.03,0.02,0.02,0.01,0.01,0.01,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,97.20,2.64,0.11,0.05,0.16,36.884,23.879,2.242,53.532,16.513,609.063,-4.000,-4.000,-4.000,-4.000,-4.000,-3.243,-3.053,-2.872,-1.833,3.5626,7.3188,8.3018,9.4660,16.0000,16.0000,16.0000,16.0000,16.0000,-4.000,-3.684,0.565,1.000,1.173,-4.000,-3.527,0.473,1.000,2.289,1.289,16.000,12.733,1.300,0.592,0.376,-3.525,11.508,0.874,0.935,4.752,41.762
2022-638-FA,T8_2,22-638FA_49,2022-08-08,yes,22:56:00,48.152886,-123.552291,Grab,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.38,0.25,0.67,2.60,5.93,8.81,12.98,16.25,17.11,14.42,9.71,5.09,2.08,0.76,0.38,0.26,0.16,0.08,0.05,0.04,0.03,0.03,0.03,0.04,0.05,0.05,0.05,0.05,0.06,0.08,0.09,0.10,0.10,0.10,0.09,0.09,0.08,0.07,0.06,0.06,0.06,0.05,0.05,0.05,0.03,0.02,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.80,97.65,1.08,0.48,1.56,0.008,90.468,2.257,204.213,62.694,0.512,-0.208,-0.005,0.176,0.378,0.777,1.168,1.357,1.523,1.795,0.2882,0.3480,0.3905,0.4450,0.5835,0.7694,0.8851,1.0035,1.1548,0.777,0.770,0.599,-0.001,1.039,0.777,0.766,0.590,-0.018,0.028,0.696,0.584,0.607,1.315,1.006,0.247,0.850,0.555,1.041,1.020,4.323,32.505
2022-638-FA,T8_3,22-638FA_50,2022-08-08,yes,23:00:00,48.151986,-123.552451,Grab,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.03,0.65,2.61,5.54,9.48,13.57,16.50,16.40,13.47,9.04,5.01,2.34,1.04,0.54,0.33,0.21,0.11,0.07,0.05,0.03,0.03,0.05,0.06,0.08,0.08,0.10,0.12,0.16,0.18,0.20,0.20,0.20,0.19,0.17,0.16,0.14,0.12,0.11,0.10,0.09,0.08,0.07,0.06,0.05,0.03,0.03,0.02,0.01,0.00,0.00,0.00,0.00,97.07,2.02,0.91,2.93,0.000,47.935,2.226,106.701,33.076,0.000,0.097,0.286,0.451,0.635,1.025,1.439,1.655,1.878,2.313,0.2013,0.2721,0.3175,0.3688,0.4914,0.6441,0.7314,0.8199,0.9348,1.025,1.044,0.637,0.105,1.129,1.025,1.053,0.602,0.047,0.299,0.840,0.491,0.506,1.321,0.984,0.251,1.203,0.434,1.539,1.241,4.087,24.062
2022-638-FA,T8_4,22-638FA_51,2022-08-08,yes,23:02:00,48.15146,-123.552517,Grab,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.64,2.74,6.48,10.86,15.76,18.69,17.52,12.63,6.96,2.89,1.06,0.58,0.44,0.27,0.12,0.06,0.04,0.03,0.02,0.02,0.02,0.03,0.04,0.05,0.05,0.06,0.08,0.10,0.12,0.13,0.14,0.14,0.14,0.13,0.12,0.11,0.10,0.09,0.08,0.08,0.07,0.06,0.05,0.04,0.02,0.02,0.01,0.01,0.00,0.00,0.00,0.00,97.88,1.37,0.75,2.12,0.000,71.236,1.833,130.568,46.090,0.000,-0.166,0.001,0.157,0.327,0.686,1.043,1.222,1.412,1.725,0.3024,0.3758,0.4288,0.4852,0.6216,0.7974,0.8968,0.9991,1.1221,0.686,0.688,0.553,0.053,1.082,0.686,0.689,0.532,0.007,0.176,0.777,0.622,0.641,1.282,1.001,0.250,0.821,0.566,1.299,1.140,4.823,32.518
2022-638-FA,T10_5,22-638FA_52,2022-08-08,yes,23:08:00,48.150747,-123.548529,Grab,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.33,0.25,0.18,0.14,0.34,0.72,1.43,2.59,4.70,7.61,10.96,13.91,15.05,13.62,10.29,6.37,3.49,1.82,0.96,0.50,0.25,0.13,0.09,0.10,0.12,0.13,0.13,0.15,0.19,0.24,0.27,0.29,0.29,0.28,0.26,0.24,0.22,0.19,0.16,0.14,0.13,0.12,0.11,0.10,0.08,0.07,0.05,0.04,0.03,0.01,0.00,0.00,0.00,0.46,95.19,3.13,1.23,4.35,0.005,30.454,2.552,77.705,21.879,0.105,0.663,0.969,1.185,1.412,1.867,2.323,2.566,2.845,3.550,0.0854,0.1392,0.1688,0.1998,0.2741,0.3757,0.4398,0.5108,0.6314,1.867,1.873,0.783,0.089,1.299,1.867,1.876,0.691,0.012,0.347,1.090,0.274,0.288,1.371,0.999,0.237,2.027,0.245,1.781,1.335,2.921,15.556
2022-638-FA,T10_4,22-638FA_53,2022-08-08,yes,23:13:00,48.15111,-123.548209,Grab,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.03,0.09,0.19,0.46,0.97,1.98,3.92,6.56,9.81,13.12,15.16,14.77,12.05,8.06,4.66,2.44,1.21,0.60,0.30,0.15,0.10,0.10,0.10,0.10,0.10,0.11,0.14,0.17,0.20,0.21,0.22,0.21,0.21,0.19,0.17,0.15,0.13,0.12,0.11,0.11,0.10,0.09,0.07,0.05,0.03,0.03,0.02,0.01,0.00,0.00,0.00,0.00,96.47,2.48,1.05,3.53,0.000,38.915,2.366,92.092,27.355,0.000,0.845,1.102,1.301,1.519,1.964,2.413,2.647,2.893,3.376,0.0963,0.1346,0.1597,0.1877,0.2563,0.3488,0.4058,0.4659,0.5567,1.964,1.971,0.720,0.065,1.160,1.964,1.974,0.673,0.014,0.217,0.880,0.256,0.268,1.363,0.997,0.243,2.102,0.233,1.438,1.199,3.259,18.606
2022-638-FA,T10_3,22-638FA_54,2022-08-08,yes,23:16:00,48.151799,-123.547492,Grab,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.08,0.67,1.99,4.30,8.11,12.40,15.86,16.73,14.52,10.19,5.71,2.50,1.04,0.53,0.34,0.21,0.12,0.07,0.07,0.09,0.11,0.13,0.13,0.16,0.20,0.25,0.29,0.31,0.32,0.31,0.30,0.27,0.24,0.22,0.19,0.16,0.15,0.13,0.12,0.11,0.09,0.07,0.05,0.04,0.03,0.02,0.00,0.00,0.00,0.00,95.37,3.25,1.38,4.63,0.000,29.357,2.349,68.961,20.591,0.000,0.658,0.861,1.020,1.208,1.603,2.007,2.227,2.472,3.471,0.0902,0.1803,0.2135,0.2488,0.3293,0.4330,0.4932,0.5506,0.6337,1.603,1.617,0.728,0.182,1.442,1.603,1.624,0.604,0.035,0.765,1.329,0.329,0.341,1.319,0.994,0.249,1.832,0.281,1.857,1.363,3.529,17.654
2022-638-FA,T10_2,22-638FA_55,2022-08-08,yes,23:19:00,48.15247,-123.547032,Grab,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.97,0.00,0.00,0.63,0.00,0.16,0.72,1.73,4.51,6.46,10.08,13.44,15.68,15.12,11.95,7.66,3.94,1.72,0.78,0.46,0.28,0.16,0.08,0.05,0.04,0.03,0.03,0.05,0.07,0.09,0.09,0.11,0.14,0.18,0.21,0.23,0.23,0.23,0.22,0.20,0.19,0.17,0.14,0.13,0.11,0.11,0.10,0.09,0.07,0.06,0.04,0.03,0.02,0.01,0.00,0.00,0.00,1.60,95.03,2.30,1.08,3.38,0.017,41.311,2.136,88.240,28.138,0.473,-0.182,0.058,0.275,0.495,0.936,1.366,1.582,1.804,2.324,0.1997,0.2863,0.3341,0.3881,0.5226,0.7095,0.8264,0.9608,1.1346,0.936,0.931,0.706,0.048,1.180,0.936,0.928,0.653,-0.012,0.207,0.918,0.523,0.549,1.352,1.008,0.238,1.088,0.471,1.942,1.394,3.394,19.268
2022-638-FA,T10_1,22-638FA_56,2022-08-08,yes,23:22:00,48.153883,-123.54597,Grab,49.46,0.00,25.92,6.42,2.41,1.41,2.19,2.27,2.89,1.18,1.26,1.08,0.66,0.26,0.24,0.20,0.21,0.11,0.12,0.12,0.13,0.14,0.13,0.13,0.14,0.13,0.11,0.09,0.07,0.06,0.04,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,97.16,2.49,0.28,0.07,0.35,39.053,8.816,3.931,34.655,7.028,274.471,-4.000,-4.000,-4.000,-4.000,-1.873,-3.450,-3.024,-2.259,-1.580,2.9900,4.7862,8.1333,10.9275,3.6623,16.0000,16.0000,16.0000,16.0000,-1.873,-2.966,0.611,-2.058,1.803,-1.873,-3.512,0.488,-3.358,-1.879,1.479,3.662,13.464,1.210,13.036,0.226,-3.444,10.882,1.279,1.131,4.650,34.559
